model,accuracy,f1,roc_auc,sex_dp_gap,sex_eopp_gap,race_dp_gap,race_eopp_gap
dnn,0.8514947815319299,0.6776732578229987,0.9103558270097357,0.19200858640515542,0.1378436364354002,0.17026608910891092,0.31871657754010696
