component,rho_sex,abs_rho_sex,rho_race,abs_rho_race,rho_label,abs_rho_label,max_sensitive_abs
25,0.2980393398048435,0.2980393398048435,0.027111188432811,0.027111188432811,-0.0408690291929133,0.0408690291929133,0.2980393398048435
23,0.2901519902056443,0.2901519902056443,-0.0392861326849043,0.0392861326849043,0.015758825897884,0.015758825897884,0.2901519902056443
